id|uf_entrega|dia|custo_frete
15667|RJ|2017-07-11|5002.8083
15668|SP|2018-08-12|6876.5181
15669|RJ|2017-07-08|6098.1578
15670|SC|2018-04-26|1082.3461
15671|RJ|2018-12-20|5931.0544
15672|RJ|2017-10-28|7023.2684
15673|PE|2018-04-15|387.0704
15674|AM|2019-02-17|74.7244
15675|MG|2018-02-07|3886671
15676|RJ|2018-10-24|5493731
15677|PR|2018-07-13|1316.9917
15678|PE|2018-04-27|547.6234
15679|SP|2018-12-26|5317.6493
15680|PB|2017-11-29|260.8711
15681|PE|2019-02-10|1331.1188
15682|RJ|2017-09-14|6064269
15683|RJ|2018-02-15|5623.4435
15684|MG|2018-12-19|2905.8424
15685|BA|2019-01-08|1655.2846
15686|SP|2017-03-28|6789.2869
15687|MA|2017-09-04|169.0404
15688|SP|2018-03-23|8865.7639
15689|PA|2017-01-28|350.7058
15690|RS|2017-09-30|2114.0007
15691|MT|2017-10-19|652.9317
15692|MS|2018-11-30|329014
15693|SP|2018-10-03|7924.1756
15694|SC|2018-12-16|1016.6297
15695|RJ|2017-03-20|3927.9506
15696|SP|2018-09-07|7667.4855
15697|ES|2019-03-27|715.8407
15698|RJ|2017-08-28|4761.6597
15699|PR|2019-02-18|755.0286
15700|RS|2018-05-26|1558.6514
15701|SP|2018-08-02|6764.3112
15702|SP|2018-01-03|5275.8889
15703|RJ|2017-01-24|3289.2526
15704|RJ|2018-09-13|6557.1104
15705|RJ|2017-03-16|5384.0878
15706|SP|2018-07-13|7680.1997
15707|SP|2017-08-11|8122.2331
15708|SP|2018-11-13|7220.6538
15709|RJ|2018-10-29|3730336
15710|SP|2019-02-26|6911.5907
15711|SC|2017-03-23|799.8813
15712|SP|2017-07-28|7513.8187
15713|SP|2018-06-08|6765.5284
15714|SP|2018-07-23|6052.9918
15715|RJ|2018-02-14|4907.8831
15716|RJ|2017-10-26|6659.6528
15717|PA|2018-08-04|211.5969
15718|SP|2017-04-21|9322.7751
15719|SP|2019-04-02|6101.7528
15720|RJ|2017-11-15|6616112
15721|RJ|2018-01-18|5591.9811
15722|AL|2018-12-06|302.0482
15723|RS|2018-02-10|1835.2603
15724|RS|2018-10-12|1426.8909
15725|MG|2019-01-23|4321.9437
15726|SP|2018-09-28|8176.7081
15727|BA|2017-09-19|1003.0778
15728|PB|2018-12-19|601.4994
15729|MG|2018-02-01|4248403
15730|MG|2017-06-01|2297.1205
15731|RN|2018-08-20|301025
15732|MT|2019-03-02|828.1884
15733|RS|2017-09-25|891.09
15734|MG|2018-08-08|3864.3656
15735|SC|2017-12-30|1006.8324
15736|SP|2017-07-05|7064.3187
15737|RJ|2017-02-01|4452597
15738|SC|2017-03-20|572.0407
15739|ES|2018-03-08|877.8199
15740|RJ|2017-01-20|4654.3532
15741|MT|2018-03-09|487.4906
15742|PB|2018-11-30|1300.2047
15743|PR|2017-09-22|874.2012
15744|RJ|2017-08-03|5596.5409
15745|PR|2018-09-17|942.4914
15746|PR|2018-11-03|895.3237
15747|MG|2017-11-20|2814.7298
15748|RS|2017-04-04|914.7852
15749|PR|2018-06-08|879.4508
15750|RJ|2019-02-11|3757.5418
15751|RS|2017-09-16|1203.0518
15752|SP|2017-12-09|7997.9453
15753|MT|2018-08-20|247.7164
15754|RJ|2017-11-10|7100.9618
15755|PE|2017-04-22|559.9716
15756|DF|2018-10-08|320599
15757|RJ|2017-08-31|5961.6519
15758|RS|2017-09-28|1268.5531
15759|PR|2018-07-24|935.9103
15760|MG|2018-12-25|3595366
15761|SP|2018-05-10|9014.2842
15762|MG|2018-04-09|4916.2946
15763|SC|2019-01-17|1339.3591
15764|SP|2018-09-17|7210.3511
15765|MG|2017-10-25|3247056
15766|SP|2018-05-21|7333.4636
15767|SC|2018-06-02|725.4175
15768|RJ|2018-10-25|5985.6888
15769|RS|2018-12-15|1155.5252
15770|PA|2018-12-25|213.1145
15771|BA|2017-11-13|788.5037
15772|AL|2019-02-13|328.4694
15773|PE|2018-11-19|1371981
15774|SP|2018-02-16|9483.2167
15775|DF|2018-05-13|601.1181
15776|PE|2018-10-30|872.0038
15777|MG|2018-12-26|2277.8041
15778|SC|2018-05-16|1400.9103
15779|PR|2017-09-02|895.29
15780|SC|2018-07-01|1299.6275
15781|RJ|2018-12-09|4520.7871
15782|RJ|2018-11-20|4122.3859
15783|MG|2018-04-12|5769.2202
15784|SP|2018-02-07|7943.8809
15785|SP|2017-07-15|8905.7313
15786|ES|2017-03-12|486.9738
15787|MG|2018-03-07|3301289
15788|RJ|2017-05-20|5930.3919
15789|SP|2017-01-31|7230.5897
15790|RJ|2019-04-06|4831.2092
15791|SP|2017-09-09|6036.3678
15792|MG|2018-03-25|3749.3329
15793|MG|2018-05-25|3073.6531
15794|AM|2017-08-16|244.5665
15795|DF|2017-03-04|47.7804
15796|SP|2017-05-20|7576.1929
15797|RJ|2018-01-26|6139.2744
15798|SP|2018-07-19|8349.0945
15799|RJ|2018-02-01|5541549
15800|SE|2018-10-23|231.4188
15801|MG|2019-03-30|4107.3322
15802|PE|2018-12-14|924.4477
15803|PA|2018-10-19|724.6132
15804|RJ|2017-12-15|6525.7465
15805|SP|2018-10-21|6249.2195
15806|MG|2017-07-02|2878.3531
15807|SP|2017-06-13|7589.8686
15808|SP|2018-09-13|8255865
15809|SP|2018-04-20|8993.7292
15810|ES|2018-11-24|1315.5173
15811|RJ|2019-01-23|4255606
15812|RS|2017-12-08|2013.5806
15813|MG|2017-03-20|1995.1749
15814|MG|2018-09-01|4238.3285
15815|RJ|2017-08-17|5588.6251
15816|MG|2017-06-25|3423.3607
15817|BA|2017-04-05|514.9092
15818|PR|2019-01-25|1388.2689
15819|MG|2019-01-26|3453.6899
15820|PE|2018-08-13|1779.8507
15821|DF|2017-07-10|279.1903
15822|SP|2018-01-18|8396.6589
15823|SP|2019-02-24|6109.0827
15824|RJ|2018-03-16|4903.8433
15825|PB|2018-07-28|575.8159
15826|MG|2018-07-11|5207963
15827|MG|2018-09-24|3275.5033
15828|CE|2018-07-14|743.8811
15829|RJ|2018-07-03|4851.7214
15830|MG|2017-04-08|2658.1537
15831|SP|2017-04-28|8546.8759
15832|ES|2017-11-03|444.4374
15833|SP|2018-11-17|7216.7262
15834|SC|2018-03-11|1460.1499
15835|SP|2017-09-14|7717.5899
15836|SP|2019-01-08|5273149
15837|ES|2018-07-18|962.9059
15838|SP|2018-09-02|6805194
15839|SP|2018-06-30|9402.3333
15840|RJ|2017-07-14|5864.2051
15841|SP|2017-12-14|10438.1365
15842|MG|2017-09-17|2201.2634
15843|SP|2018-10-23|6817.9917
15844|PE|2018-10-01|983.1656
15845|SP|2017-02-26|8798.2836
15846|RJ|2018-03-13|5087.54
15847|RS|2018-05-13|1820.3549
15848|SP|2017-12-25|4979.2041
15849|RS|2019-01-14|1414.4146
15850|SP|2019-03-17|8066.1899
15851|MA|2018-06-01|193482
15852|MG|2018-11-19|3760.3164
15853|MG|2017-05-29|2165.4525
15854|SP|2018-04-16|8972.4646
15855|MG|2018-01-12|4424.9644
15856|PI|2018-10-08|239.2693
15857|RJ|2018-11-04|4730.7288
15858|RJ|2017-03-02|3846.3149
15859|RJ|2017-12-29|5070268
15860|SP|2018-08-26|7533.4147
15861|RJ|2017-05-16|4923.0044
15862|RS|2018-08-30|1292.8517
15863|SP|2018-09-12|7043.2497
15864|RJ|2018-12-24|4133.6663
15865|DF|2019-01-17|215249
15866|BA|2018-02-22|398.1498
15867|SP|2019-03-23|7417.4899
15868|BA|2018-04-23|1187.6886
15869|RN|2017-12-22|211.4003
15870|RJ|2018-05-10|5363.7535
15871|CE|2018-07-15|353.1188
15872|PR|2018-12-28|491.2756
15873|MG|2018-11-17|4485.0062
15874|MG|2017-08-11|3764.5688
15875|SP|2018-04-14|9552.2058
15876|MG|2017-09-18|2814.8675
15877|MG|2018-12-24|2893.4506
15878|RS|2018-09-14|1573.5484
15879|RJ|2017-09-27|5515.2151
15880|SP|2017-01-14|5361.4249
15881|SP|2017-04-12|8357.5417
15882|GO|2018-07-09|158.1475
15883|PA|2018-07-14|255.3047
15884|SP|2018-10-20|6719.5087
15885|RJ|2017-05-29|5124.0485
15886|RS|2018-10-26|1191.5508
15887|MT|2017-10-07|392.6085
15888|CE|2017-04-17|527.5121
15889|BA|2017-01-20|789.9828
15890|MT|2019-02-28|637.2146
15891|RJ|2017-07-07|6334.4826
15892|SP|2018-04-24|7462.3465
15893|MG|2019-01-05|4249.3797
15894|RJ|2018-07-07|5529.1623
15895|SC|2017-08-05|852.9049
15896|SC|2017-03-28|586.6983
15897|RJ|2017-04-13|5902.0112
15898|SP|2018-02-27|7158.1737
15899|SP|2018-12-28|6044.5582
15900|RJ|2018-12-08|4486.1284
15901|SP|2017-06-06|7160.5808
15902|SP|2018-01-08|6561.5362
15903|MG|2018-04-16|2701.4971
15904|ES|2018-05-07|982.7874
15905|AM|2018-10-19|569.9881
15906|BA|2019-02-10|2164.4036
15907|MT|2017-06-21|650.3767
15908|SP|2017-11-21|7559.3588
15909|PE|2019-01-04|995.5412
15910|MG|2017-06-29|4458.8373
15911|SP|2017-05-10|7166.2502
15912|SP|2017-05-12|7777.4759
15913|MG|2018-07-14|3884.6129
15914|RJ|2017-07-01|7932.4743
15915|RS|2018-03-28|1737.6608
15916|SP|2019-03-04|6753.4081
15917|PI|2018-05-07|208.6722
15918|SC|2017-12-11|1016.2412
15919|PR|2017-10-23|901.4278
15920|SP|2018-10-22|5790.2345
15921|PR|2018-06-28|1322.3714
15922|RJ|2018-11-03|4473.9012
15923|SP|2018-04-07|9442.9638
15924|SP|2018-04-28|7600.4281
15925|RJ|2017-01-14|2471.4203
15926|MG|2018-08-16|4160.2894
15927|SP|2019-02-04|4655.4895
15928|PA|2017-05-21|271.4348
15929|RJ|2017-10-24|5774.6218
15930|PR|2019-01-30|1194.7135
15931|RJ|2019-01-02|3122652
15932|SC|2017-08-01|751.3181
15933|SP|2019-01-02|4274.1746
15934|PR|2019-04-04|1107.1252
15935|RJ|2017-08-07|4659.7403
15936|RS|2017-05-24|896.8315
15937|PR|2019-01-14|957.3572
15938|RS|2017-10-25|1798.1155
15939|SC|2017-10-29|1625.2388
15940|SP|2018-10-19|7250.2482
15941|MG|2018-11-10|5042.3256
15942|RS|2017-11-26|3309.6226
15943|RJ|2018-11-17|5177.7551
15944|SP|2017-09-23|8387.7943
15945|RS|2017-02-21|1511706
15946|RS|2017-12-02|2304.5955
15947|GO|2018-10-02|74.7479
15948|SP|2017-12-11|6367.3042
15949|RJ|2018-01-07|4810.1658
15950|SP|2017-07-16|7476.8906
15951|RJ|2018-03-26|4647.2476
15952|PR|2019-04-05|997.5073
15953|PE|2018-11-17|1235.8994
15954|SC|2018-02-01|1663.9851
15955|MG|2018-03-04|3216.9776
15956|SC|2018-06-18|1584.4864
15957|SC|2018-06-20|1640.4316
15958|MG|2018-08-18|5324.6549
15959|SC|2018-05-25|1594.6693
15960|PA|2018-08-30|336.6261
15961|PR|2017-05-30|1300.6089
15962|RJ|2018-04-12|7121.7832
15963|RJ|2017-05-28|6201.6477
15964|DF|2018-01-13|364.7307
15965|MG|2018-03-06|3327.1576
15966|RS|2018-05-17|2274.4585
15967|RJ|2017-01-23|3413.1469
15968|SE|2019-03-26|519.3249
15969|PR|2018-03-07|1239.1651
15970|MG|2017-08-06|2278.5911
15971|PE|2018-05-13|1246.0902
15972|ES|2018-08-25|747.7744
15973|SP|2017-07-11|7359.0396
15974|SC|2017-11-16|1349.0458
15975|RS|2018-03-24|2142.7153
15976|BA|2017-09-25|935.6166
15977|PR|2019-01-17|1440.0427
15978|PE|2018-07-14|741.5789
15979|TO|2017-06-19|131.4307
15980|MG|2017-11-30|6835.7324
15981|PR|2018-12-20|983.2982
15982|RJ|2018-08-11|5549.7383
15983|SP|2019-01-31|6555.0296
15984|MA|2017-06-10|134.8476
15985|RJ|2017-02-16|5063.3051
15986|PR|2018-11-16|1087.6837
15987|RS|2017-06-30|1161.1343
15988|MG|2018-04-17|3815.1593
15989|SC|2018-02-12|1241.0247
15990|SC|2018-12-13|1665.5845
15991|RJ|2019-03-17|5373.6758
15992|MS|2018-06-06|203.9872
15993|ES|2019-01-15|670614
15994|RS|2017-08-23|1139.9324
15995|MS|2018-04-13|170.4203
15996|CE|2019-03-25|1428.0736
15997|SE|2018-05-16|294.9678
15998|PR|2018-02-03|1506.2996
15999|PR|2017-08-05|1052.3579
16000|RJ|2018-02-04|5436.2917
16001|RS|2017-11-06|859.2997
16002|RN|2017-09-14|224.0554
16003|RJ|2018-01-03|2934.7138
16004|PR|2018-04-09|1587.9745
16005|RS|2018-11-28|2436.6657
16006|PE|2018-09-16|1352.5803
16007|PR|2018-09-13|1280.2809
16008|SC|2018-07-10|1537.5466
16009|PE|2018-01-27|463.7699
16010|TO|2018-10-28|269.7881
16011|RJ|2018-02-25|4324.9198
16012|SE|2018-10-27|178.0374
16013|RJ|2018-12-17|3964.6893
16014|ES|2017-07-07|892.4694
16015|ES|2019-04-07|586.77
16016|RS|2017-04-05|962.2869
16017|MG|2017-02-12|1899.5567
16018|AL|2017-07-22|62671
16019|RS|2018-05-28|827.7568
16020|PR|2017-10-29|1317.1338
16021|MG|2017-06-08|2484.0749
16022|RS|2017-11-21|1610.1212
16023|RS|2018-12-04|1210.8906
16024|MG|2017-08-05|2904.8604
16025|PE|2018-11-29|1821.3186
16026|MA|2017-06-03|342.2142
16027|MG|2018-12-23|2342.81
16028|SC|2018-05-15|1241348
16029|MT|2017-02-13|391.8091
16030|PR|2018-09-29|858.2842
16031|MG|2018-10-06|3945.4608
16032|PE|2018-05-23|1072.7186
16033|PR|2017-01-27|1061493
16034|CE|2019-04-04|2093.5923
16035|MS|2017-11-22|196.1819
16036|MG|2017-10-09|2157.1815
16037|AP|2018-09-22|64.9106
16038|RS|2019-02-03|1303.8828
16039|PR|2018-05-21|809.1746
16040|SC|2019-02-05|852.8072
16041|BA|2017-03-17|543.1103
16042|SC|2017-08-12|865.4931
16043|SC|2019-01-14|1081.1355
16044|SE|2018-08-13|251.4395
16045|SC|2017-01-26|520.5412
16046|ES|2018-10-09|876.9891
16047|SP|2017-10-29|7651.1999
16048|RS|2018-10-02|1245.4678
16049|PR|2019-02-02|1201.3641
16050|RN|2018-12-02|974.9729
16051|PR|2018-01-09|910.3003
16052|RN|2018-04-25|62.5652
16053|BA|2018-08-26|1270.7611
16054|MG|2018-05-08|3726.1783
16055|DF|2018-05-20|468.6679
16056|RS|2017-11-13|918.6091
16057|MG|2018-11-30|6470.0866
16058|PR|2019-01-22|997.3404
16059|GO|2018-07-01|204.23
16060|DF|2018-08-09|322.4664
16061|SC|2018-10-17|999.3616
16062|PE|2017-03-23|751.2246
16063|PR|2018-08-17|785.6658
16064|MT|2017-12-08|604.4934
16065|RJ|2019-02-12|4103642
16066|AL|2017-12-27|242.2953
16067|RJ|2017-01-26|4800.4269
16068|AL|2018-05-19|322.8316
16069|RS|2017-04-06|854.7948
16070|BA|2019-02-20|2209.9007
16071|RN|2019-02-22|766.6211
16072|MT|2017-10-16|277.0212
16073|MS|2017-05-19|506.8975
16074|MT|2018-09-16|521.6219
16075|SE|2017-04-15|50.6402
16076|GO|2018-07-04|31.2578
16077|MG|2018-09-17|4169.5306
16078|BA|2018-07-20|2109.2448
16079|PI|2018-12-28|672.4328
16080|ES|2017-11-21|608.8957
16081|MS|2018-08-09|330.5815
16082|ES|2019-04-03|1112.0399
16083|RO|2019-01-28|37.0338
16084|SE|2017-07-09|31.6501
16085|ES|2017-09-27|610.5184
16086|MG|2018-01-30|2796087
16087|ES|2017-02-07|305.2004
16088|MT|2018-05-20|362.4799
16089|RS|2018-05-19|1417.5328
16090|PB|2018-08-07|647.9222
16091|BA|2018-10-29|1633.4676
16092|PR|2017-08-12|1025.6372
16093|PR|2017-01-28|1240.1402
16094|BA|2017-02-08|631.8333
16095|MS|2018-06-21|386.2216
16096|MA|2019-03-21|791.2757
16097|GO|2018-07-16|244.0384
16098|RJ|2017-12-24|4475.3015
16099|RS|2019-02-07|1250.8725
16100|PE|2019-03-01|825.7562
16101|CE|2018-05-05|337686
16102|MG|2017-01-17|2077.6754
16103|RN|2018-07-01|317.5639
16104|MG|2017-11-12|3959117
16105|SC|2019-02-02|1301.3263
16106|RS|2017-05-27|1491.3921
16107|BA|2017-11-03|1277.4075
16108|MG|2019-01-10|5130.9972
16109|SC|2018-07-12|1486323
16110|SC|2018-12-15|852.1155
16111|RN|2018-12-03|794.9443
16112|PR|2018-07-03|1274.6304
16113|DF|2018-11-26|387.34
16114|ES|2018-05-02|669.81
16115|PE|2017-08-06|422.0252
16116|MT|2018-02-06|436.4493
16117|RS|2017-12-18|1511.6074
16118|RS|2018-05-08|1788.8308
16119|SC|2018-06-16|1358.3024
16120|MG|2019-02-17|4128.2434
16121|BA|2017-10-04|510.4848
16122|DF|2019-04-07|580.3953
16123|PB|2017-04-30|208542
16124|AL|2018-05-01|272.0439
16125|PR|2017-09-09|1135.5058
16126|SC|2018-12-19|1187.2461
16127|ES|2018-06-04|271.1934
16128|PR|2018-10-25|1213.8034
16129|RS|2019-01-20|1173.9477
16130|PB|2018-05-17|479.6885
16131|BA|2018-04-30|1137.9358
16132|GO|2018-10-20|374.6736
16133|RJ|2018-05-23|5510.7859
16134|AL|2018-10-19|311.5441
16135|BA|2019-02-08|2442.1532
16136|GO|2018-11-20|237.3184
16137|DF|2018-09-08|531.2555
16138|BA|2018-06-18|1217.3939
16139|PE|2019-02-14|1344.5586
16140|PA|2018-06-16|356.6208
16141|BA|2018-07-14|1937.8797
16142|BA|2018-05-09|1403.0171
16143|RJ|2018-06-08|4624.2971
16144|MA|2019-03-15|521.7728
16145|MG|2017-05-08|1920.7365
16146|MT|2017-04-05|564.6981
16147|GO|2018-05-24|240.7365
16148|AL|2017-07-25|276.4936
16149|TO|2017-10-18|130.5
16150|RS|2018-06-28|1669.8574
16151|DF|2019-02-22|518.3945
16152|MS|2018-02-12|172.6741
16153|PR|2018-10-01|834.9695
16154|SE|2017-02-03|191.1403
16155|ES|2018-02-06|604.8943
16156|MT|2017-07-15|532.6959
16157|SC|2017-11-02|1119.5808
16158|GO|2017-06-08|161.6342
16159|MA|2019-04-05|828.5473
16160|GO|2018-08-10|257.0654
16161|RN|2018-11-06|428.7751
16162|RJ|2018-05-27|5069.3113
16163|ES|2017-09-10|275.4096
16164|ES|2018-10-14|592.2605
16165|DF|2018-06-06|171.3826
16166|SC|2017-01-28|468.7481
16167|RN|2017-10-15|74.8936
16168|MG|2017-06-24|2692.2065
16169|ES|2017-03-13|555.5661
16170|ES|2017-07-24|501.5329
16171|ES|2018-05-26|685.0328
16172|ES|2019-01-26|658.2935
16173|DF|2017-06-27|316.5444
16174|PB|2019-04-08|694.0797
16175|RS|2018-09-06|1289.5774
16176|PA|2018-11-18|161.3253
16177|MG|2017-05-19|2660.2847
16178|PA|2018-12-19|279.6347
16179|RO|2018-07-19|189.2651
16180|DF|2018-12-05|337.2324
16181|PA|2018-10-12|88.9348
16182|DF|2018-08-10|473.9351
16183|SC|2018-02-14|1248276
16184|DF|2018-02-12|739.7698
16185|MS|2017-09-20|282.4757
16186|RJ|2018-08-17|6640.4678
16187|SP|2018-09-26|8020.6997
16188|RN|2018-11-13|449.4223
16189|BA|2018-07-28|1802.0165
16190|RS|2019-01-29|1165.2093
16191|SE|2018-09-23|198.4766
16192|SC|2019-02-04|1125.9728
16193|RS|2017-04-27|1129.2765
16194|RJ|2018-09-30|4804.8419
16195|SC|2017-09-01|900.5339
16196|PR|2017-08-03|1480.8073
16197|RJ|2018-03-05|4793.9491
16198|RS|2018-02-03|2190.58
16199|SC|2018-02-05|1327.0094
16200|ES|2017-09-26|813.5789
16201|SP|2018-01-24|7134.5476
16202|MG|2019-01-14|4219.5917
16203|SC|2019-01-15|1405.1087
16204|PR|2018-07-06|1096.5046
16205|AL|2018-05-17|1587.9965
16206|MG|2017-11-25|4819.9337
16207|RJ|2017-11-17|6579444
16208|ES|2018-06-14|1329.6223
16209|RS|2018-09-17|871.6744
16210|PE|2018-02-23|360.2859
16211|BA|2017-08-08|1020.8315
16212|MG|2018-07-12|4338.3982
16213|DF|2018-03-23|431.9401
16214|RS|2019-03-13|1581.7641
16215|SP|2017-05-05|6348.9712
16216|RJ|2018-06-13|5559278
16217|SC|2018-08-07|1238.0892
16218|RJ|2017-08-06|5873.9521
16219|PE|2017-07-06|462.2778
16220|MG|2019-01-28|2794.2453
16221|RN|2018-11-11|694.6977
16222|RJ|2018-07-14|6150.7852
16223|PR|2017-12-24|1083.3305
16224|RJ|2018-03-11|4999.0639
16225|MG|2018-09-23|4335.9762
16226|SC|2018-04-21|1484.9023
16227|PR|2017-06-25|976.7891
16228|DF|2019-02-28|397.23
16229|DF|2019-02-27|378.3716
16230|PA|2018-11-29|298.8022
16231|PE|2017-08-10|584.6505
16232|PB|2017-03-10|80.4701
16233|MS|2017-02-05|269986
16234|SC|2017-03-10|847.3583
16235|MS|2018-05-06|209.0573
16236|PA|2017-07-30|137.6277
16237|RJ|2018-02-17|4969.3118
16238|RS|2018-09-15|1531682
16239|MG|2017-04-09|2741369
16240|RS|2018-12-29|929.2811
16241|SP|2018-07-31|5990.6906
16242|SC|2018-10-27|1056.0004
16243|MT|2017-12-02|708.0428
16244|PB|2018-12-22|772.2098
16245|SP|2017-11-03|8228.6827
16246|PR|2017-09-23|1348.3669
16247|PA|2018-10-24|377.2781
16248|PE|2018-10-17|748.5076
16249|PR|2018-04-30|685.9387
16250|RS|2018-09-22|1270.4494
16251|SC|2018-12-28|811.1424
16252|MG|2018-04-10|3794.4571
16253|GO|2018-10-31|137.9753
16254|RJ|2017-05-22|6635.2724
16255|SC|2017-06-18|570.7673
16256|RS|2017-06-22|1112.5986
16257|MA|2017-08-06|223.6872
16258|PB|2018-09-04|1254.0147
16259|MG|2017-08-13|2472.6232
16260|MG|2018-10-15|2660.2498
16261|RN|2018-07-24|323.7988
16262|PB|2019-02-10|981.0659
16263|SC|2017-08-03|1323.9045
16264|PR|2017-11-24|1842054
16265|PE|2018-08-30|1549.7443
16266|MG|2018-01-14|4308.9416
16267|BA|2017-02-19|1125074
16268|MT|2018-01-11|633.8618
16269|MT|2017-11-17|757.0904
16270|BA|2018-12-14|1695.6287
16271|SE|2017-06-06|201.9313
16272|MG|2017-05-21|2195283
16273|PE|2018-07-22|1234.8957
16274|DF|2017-12-26|445.7574
16275|MT|2017-02-25|349.2577
16276|BA|2018-03-09|1622.5487
16277|PR|2019-02-13|994.6642
16278|PE|2018-07-13|905.4894
16279|MA|2019-01-16|518.5518
16280|BA|2017-02-21|611.5196
16281|ES|2017-10-10|659.7634
16282|AL|2018-03-18|124.6076
16283|RN|2018-11-27|888.8158
16284|PR|2019-02-19|1158.0829
16285|MS|2019-03-25|115.8941
16286|SE|2018-08-15|450.8376
16287|PR|2018-11-02|1204.9745
16288|AL|2018-08-22|583.9994
16289|MT|2018-03-23|681.7955
16290|MT|2017-06-03|579.4143
16291|SP|2017-10-26|9560.2675
16292|PA|2018-07-12|505976
16293|RJ|2017-03-13|3553345
16294|DF|2018-12-07|477.1297
16295|SC|2019-03-23|1022.5831
16296|CE|2018-08-30|945.8584
16297|MG|2017-12-03|6321.6565
16298|MG|2017-10-07|3882.1878
16299|PR|2017-09-18|975.9733
16300|BA|2018-02-26|693.6203
16301|PR|2017-09-03|1117.9814
16302|PR|2018-10-27|996.9319
16303|ES|2017-07-14|793482
16304|PR|2017-08-23|1170.7507
16305|ES|2017-01-27|504.9972
16306|RN|2019-02-11|625.8293
16307|RS|2018-02-17|1234.3185
16308|PR|2018-09-27|895.5324
16309|CE|2018-10-21|789.7061
16310|PA|2018-12-06|230.4946
16311|BA|2017-07-20|663514
16312|PR|2018-12-26|602.2719
16313|ES|2018-03-30|363.0133
16314|PI|2018-09-19|39.6997
16315|RJ|2017-07-30|5920.6945
16316|MG|2019-01-16|4546.9866
16317|RS|2018-12-21|1153.3234
16318|PR|2018-10-21|1209.1985
16319|MG|2018-09-13|3820578
16320|CE|2018-06-13|863.8475
16321|RS|2018-08-31|1094.9486
16322|CE|2019-04-03|1355.6352
16323|MS|2018-02-14|439.3588
16324|MA|2017-06-29|61.6168
16325|SC|2017-04-27|836.8264
16326|PB|2017-04-13|380.9159
16327|PB|2017-11-03|219.3867
16328|PR|2017-10-27|1116409
16329|BA|2019-04-06|2577.5676
16330|RN|2017-03-08|118.9132
16331|GO|2019-03-15|415426
16332|SC|2018-06-08|988.7163
16333|CE|2017-07-30|70.5519
16334|MG|2018-11-14|4410.3875
16335|MG|2018-12-22|3802.41
16336|RS|2018-09-11|1001.4175
16337|GO|2018-05-20|305.2206
16338|DF|2018-04-18|375.8639
16339|CE|2017-09-02|295.8035
16340|RS|2018-05-02|1428.2874
16341|RN|2019-04-01|379.0812
16342|RS|2017-04-11|1143.3949
16343|GO|2017-10-12|278.2399
16344|SC|2018-04-24|1146.4027
16345|PB|2018-10-25|617.4377
16346|MT|2018-03-28|523.9916
16347|PA|2018-08-20|464797
16348|MG|2017-07-08|3671.0581
16349|PI|2018-11-27|333.2559
16350|PE|2017-02-27|317.4602
16351|SE|2018-01-22|216.3468
16352|GO|2017-09-29|217.1537
16353|SE|2018-07-29|161.3529
16354|PR|2017-06-12|842.4023
16355|RN|2018-07-27|405.1557
16356|RJ|2017-08-23|5189.7592
16357|PI|2018-12-21|747.1497
16358|SE|2018-12-09|230.4501
16359|MT|2017-03-21|507.5013
16360|DF|2017-08-16|313276
16361|RS|2018-11-18|1256.5203
16362|SC|2019-04-10|821163
16363|SE|2017-05-10|88.4661
16364|BA|2017-09-21|588.6672
16365|AM|2017-11-30|228.6709
16366|DF|2017-01-19|271.4019
16367|DF|2017-09-16|314.1662
16368|PR|2019-03-04|881.7841
16369|BA|2017-07-15|930.8324
16370|MA|2017-02-22|161.4644
16371|MG|2017-05-17|2126.5173
16372|MS|2018-07-19|365781
16373|RN|2019-02-25|452.0557
16374|SC|2019-02-11|880.8673
16375|GO|2018-02-03|167.0533
16376|ES|2017-08-07|391.5603
16377|SC|2017-12-13|1442.6248
16378|PR|2017-02-10|829.9304
16379|ES|2018-05-14|599.1285
16380|CE|2018-04-25|489.6432
16381|MG|2017-11-21|4346.5171
16382|MG|2017-12-07|5137.8791
16383|RS|2018-06-11|1362.2211
16384|DF|2017-07-03|453.0552
16385|RN|2017-09-02|246.9583
16386|MT|2017-05-27|290.2435
16387|GO|2019-03-31|95.7271
16388|SE|2019-03-11|550.4451
16389|AL|2018-06-14|427.4598
16390|RS|2018-07-25|1575.5589
16391|CE|2018-12-22|1463.5908
16392|PR|2018-12-25|827.7407
16393|PB|2018-12-18|453.4342
16394|GO|2017-02-11|190.48
16395|CE|2017-12-29|395.5652
16396|SP|2017-01-13|4937.2534
16397|DF|2018-08-20|402.0549
16398|PE|2018-12-05|492.7534
16399|MA|2019-02-26|759.1765
16400|CE|2017-11-27|297.8683
16401|MS|2017-05-18|293.7381
16402|BA|2018-09-30|1790.3742
16403|RS|2018-02-27|1519.42
16404|MT|2017-12-31|235.4342
16405|MG|2017-03-22|1359.5359
16406|PA|2018-11-15|261.0497
16407|SC|2017-12-22|1140.4852
16408|SC|2018-03-30|862.1162
16409|DF|2018-01-31|236.8214
16410|DF|2018-04-27|416.8591
16411|TO|2018-10-26|203.7758
16412|PR|2018-11-18|869.4263
16413|CE|2018-07-17|383.7581
16414|DF|2018-10-26|180.0796
16415|BA|2017-07-02|996144
16416|SC|2018-11-16|1383.4749
16417|MA|2018-03-03|418.6592
16418|SC|2017-09-29|1257.1091
16419|BA|2018-10-23|1611.5974
16420|AL|2018-06-09|182.5043
16421|RS|2017-05-07|917.0267
